Title,Rate,Rating people,Directors,Script writers,Actors,Genres,Production countries and regions,Languages,Initial release date,Other names,IMDb link
巴黎淘气帮,8.6,103718,"[""洛朗·蒂拉尔""]","[""格雷古瓦·维涅隆"",""洛朗·蒂拉尔""]","[""马克西姆·戈达尔"",""瓦莱丽·勒梅西埃"",""凯德·麦拉德"",""桑德琳娜·基贝兰"",""弗朗索瓦-格扎维埃·德梅松"",""米歇尔·迪绍苏瓦"",""Daniel Prévost"",""米歇尔·加拉布吕"",""雅尼莫尼"",""弗朗索瓦·达密安"",""露易丝·布尔昆"",""樊尚·克洛德"",""夏尔·瓦扬"",""维克托·卡莱斯"",""本杰明·阿弗蒂"",""小日尔曼·达米科"",""达米安·费多尔"",""维吉尔·蒂拉尔"",""伊丽莎·欧斯"",""热拉尔·朱尼奥""]","[""喜剧"",""家庭"",""儿童""]"," 法国 / 比利时"," 法语","[""2013-02-10(中国大陆)"",""2009-09-30(法国)""]"," 小淘气尼古拉(台) / 反斗小尼哥(港) / 小尼古拉 / Little Nicholas",http://www.imdb.com/title/tt1264904
百万美元宝贝,8.5,101246,"[""克林特·伊斯特伍德""]","[""F.X. Toole"",""保罗·哈吉斯""]","[""克林特·伊斯特伍德"",""希拉里·斯万克"",""摩根·弗里曼"",""杰伊·巴鲁切尔"",""麦克·柯尔特"",""露西娅 瑞科尔"",""布莱恩·F·奥博恩"",""安东尼·麦凯"",""玛格·马丁戴尔"",""瑞琪·琳德赫姆"",""迈克尔·佩纳"",""本尼托·马丁内斯"",""Bruce MacVittie"",""David Powledge"",""乔·达安格里奥""]","[""剧情"",""运动""]"," 美国"," 英语 / 爱尔兰盖尔语","[""2004-12-15(美国)""]"," 百万宝贝 / 百万金婴 / 登峰造击 / 击情 / Rope Burns",http://www.imdb.com/title/tt0405159
拆弹部队,7.7,105645,"[""凯瑟琳·毕格罗""]","[""马克·鲍尔""]","[""杰瑞米·雷纳"",""安东尼·麦凯"",""布莱恩·格拉格提"",""克里斯托弗·沙耶"",""大卫·摩斯"",""拉尔夫·费因斯"",""盖·皮尔斯"",""克里斯蒂安·卡玛戈"",""伊万杰琳·莉莉""]","[""剧情"",""惊悚"",""战争""]"," 美国"," 英语","[""2008-09-04(威尼斯电影节)"",""2009-06-26(美国)""]"," 危机倒数(台) / 拆弹雄心(港) / 反恐防暴部队",http://www.imdb.com/title/tt0887912
夺宝联盟,7.1,107553,"[""崔东勋""]","[""崔东勋""]","[""金允石"",""全智贤"",""李政宰"",""金惠秀"",""金海淑"",""吴达洙"",""任达华"",""李心洁"",""曾国祥"",""金秀贤"",""申河均""]","[""动作"",""犯罪""]"," 韩国"," 韩语 / 汉语普通话 / 粤语 / 日语 / 英语","[""2013-01-15(中国大陆)"",""2012-07-25(韩国)""]"," 盗贼门(港) / 神偷大劫案(台) / 盗贼联盟 / 盗海豪情 / 盗贼们 / 窃贼们 / 盗贼同盟 / The Thieves",http://www.imdb.com/title/tt2330866
星空,7.1,100334,"[""林书宇""]","[""几米"",""林书宇""]","[""徐娇"",""林晖闵"",""刘若英"",""庾澄庆"",""桂纶镁"",""蔡淑臻""]","[""剧情"",""爱情"",""奇幻""]"," 中国大陆 / 台湾"," 汉语普通话","[""2011-11-03(中国大陆)"",""2011-11-04(台湾)""]"," Starry Starry Night",http://www.imdb.com/title/tt2084098
007：幽灵党,6.2,116302,"[""萨姆·门德斯""]","[""约翰·洛根"",""尼尔·珀维斯"",""罗伯特·韦德"",""杰斯·巴特沃斯"",""伊恩·弗莱明""]","[""丹尼尔·克雷格"",""克里斯托弗·沃尔兹"",""蕾雅·赛杜"",""本·卫肖"",""娜奥米·哈里斯"",""戴夫·巴蒂斯塔"",""莫妮卡·贝鲁奇"",""拉尔夫·费因斯"",""斯黛芬妮·西格曼"",""安德鲁·斯科特"",""罗里·金奈尔"",""内芙·加切夫"",""加斯帕·克里斯滕森"",""丹尼尔·斯蒂森"",""丹尼尔·韦斯特伍德"",""拉斯科·阿特金斯""]","[""动作"",""惊悚"",""冒险""]"," 英国 / 美国"," 英语 / 西班牙语 / 意大利语 / 德语 / 法语","[""2015-11-13(中国大陆)"",""2015-10-26(英国)"",""2015-11-06(美国)""]"," 007：鬼影帝国(港) / 007：恶魔四伏(台) / 007：大破幽灵危机 / 007系列24：大破幽灵危机 / 邦德24",http://www.imdb.com/title/tt2379713
惊情四百年,7.7,97821,"[""弗朗西斯·福特·科波拉""]","[""詹姆士·V·哈特"",""布莱姆·斯托克""]","[""加里·奥德曼"",""薇诺娜·瑞德"",""安东尼·霍普金斯"",""基努·里维斯"",""理查德·E·格兰特"",""加利·艾尔维斯"",""比利·坎贝尔"",""珊迪·弗罗斯特"",""汤姆·威兹"",""莫妮卡·贝鲁奇""]","[""爱情"",""恐怖""]"," 美国"," 英语 / 罗马尼亚语 / 希腊语 / 保加利亚语 / 拉丁语","[""1992-11-13(美国)""]"," 吸血僵尸惊情四百年 / 德古拉 / 吸血鬼 / Bram Stoker's Dracula",http://www.imdb.com/title/tt0103874
锦衣卫,5.9,102765,"[""李仁港""]","[""邝文伟"",""李仁港""]","[""甄子丹"",""赵薇"",""吴尊"",""徐子珊"",""戚玉武"",""陈观泰"",""午马"",""洪金宝"",""罗家英"",""刘松仁""]","[""剧情"",""动作"",""惊悚"",""武侠"",""古装""]"," 中国大陆 / 香港 / 新加坡"," 汉语普通话 / 粤语","[""2010-02-03(中国大陆)""]"," 14 Blades",http://www.imdb.com/title/tt1442571
生化危机2：启示录,7.6,98114,"[""亚历山大·维特""]","[""保罗·安德森""]","[""米拉·乔沃维奇"",""西耶娜·盖尔利"",""奥德·菲尔"",""托马斯·克莱舒曼"",""索菲·瓦瓦塞尔"",""何家蓓""]","[""动作"",""科幻"",""恐怖""]"," 英国 / 加拿大"," 英语","[""2004-09-10(加拿大/美国)""]"," 恶灵古堡II：启示录 / 生化危机之歼灭生还者",http://www.imdb.com/title/tt0318627
有一个地方只有我们知道,4.9,114338,"[""徐静蕾""]","[""王朔"",""徐静蕾"",""十庆"",""王芸"",""赵梦"",""梁青儿"",""司徒芃丽""]","[""吴亦凡"",""王丽坤"",""徐静蕾"",""戈登·亚历山大"",""丛珊"",""张超"",""热依扎"",""蔡书雅"",""黄立行"",""王丽媛"",""汪俊""]","[""爱情""]"," 中国大陆"," 汉语普通话 / 英语","[""2015-02-10(中国大陆)""]"," Somewhere Only We Know",http://www.imdb.com/title/tt4074958
挪威的森林,5.9,93428,"[""陈英雄""]","[""陈英雄"",""村上春树""]","[""松山研一"",""菊地凛子"",""水原希子"",""高良健吾"",""玉山铁二"",""雾岛丽香"",""初音映莉子""]","[""剧情"",""爱情""]"," 日本"," 日语","[""2011-09-16(中国大陆)"",""2010-12-11(日本)""]"," 挪威森林 / Noruwei no mori / Norwegian Wood",http://www.imdb.com/title/tt1270842
激战,7.8,110071,"[""林超贤""]","[""吴炜伦"",""冯志丰"",""林超贤""]","[""张家辉"",""彭于晏"",""李馨巧"",""梅婷"",""李菲儿"",""安志杰"",""高捷"",""姜皓文"",""刘畊宏"",""王宝强""]","[""剧情"",""动作"",""运动""]"," 香港 / 中国大陆"," 粤语 / 汉语普通话","[""2013-08-16(中国大陆)"",""2013-06-18(上海国际电影节)"",""2013-08-15(香港)""]"," 激战：勇者不败(台) / 激战MMA / Unbeatable",http://www.imdb.com/title/tt3003668
苏州河,7.9,93229,"[""娄烨""]","[""娄烨""]","[""周迅"",""贾宏声"",""华仲凯"",""姚安濂"",""耐安 ""]","[""剧情"",""爱情""]"," 中国 / 德国"," 汉语普通话","[""2000-09-07(香港)""]"," Suzhou River",http://www.imdb.com/title/tt0234837
弱点,8.4,103378,"[""约翰·李·汉考克""]","[""约翰·李·汉考克"",""Michael Lewis""]","[""桑德拉·布洛克"",""蒂姆·麦格罗"",""昆东·亚伦"",""杰·海德"",""莉莉·柯林斯"",""雷·迈克金农"",""凯西·贝茨""]","[""剧情"",""家庭"",""传记"",""运动""]"," 美国"," 英语","[""2009-11-20""]"," 守护有心人 / 温情橄榄球 / 攻其不备 / 暗算 / 盲点",http://www.imdb.com/title/tt0878804
盗墓笔记,4.7,128057,"[""李仁港""]","[""南派三叔"",""杜俊"",""孙武"",""王小苔"",""叶长清""]","[""井柏然"",""鹿晗"",""马思纯"",""王景春"",""张博宇"",""涂圣成"",""敖嘉年"",""姜皓文"",""刘蔚森""]","[""悬疑"",""奇幻"",""冒险""]"," 中国大陆"," 汉语普通话","[""2016-08-05(中国大陆)""]"," 盗墓笔记电影版 / Time Raiders / The Lost Tomb",http://www.imdb.com/title/tt5354664
碟中谍3,7.3,95522,"[""J·J·艾布拉姆斯""]","[""艾里克斯·库兹曼"",""罗伯托·奥奇"",""J·J·艾布拉姆斯"",""布鲁斯·盖勒""]","[""汤姆·克鲁斯"",""菲利普·塞默·霍夫曼"",""米歇尔·莫纳汉"",""乔纳森·莱斯·梅耶斯"",""李美琪"",""凯丽·拉塞尔"",""西蒙·佩吉"",""劳伦斯·菲什伯恩""]","[""动作"",""惊悚"",""冒险""]"," 美国 / 德国"," 英语 / 粤语 / 德语 / 意大利语 / 普通话","[""2006-07-20(中国大陆)"",""2006-05-05(美国)""]"," 不可能的任务3(台) / 职业特工队3(港) / M: I 3",http://www.imdb.com/title/tt0317919
海洋,9.0,100180,"[""雅克·贝汉"","" 雅克·克鲁奥德""]","[""Christophe Cheysson"","" 雅克·克鲁奥德"",""Laurent Debas"",""Stéphane Durand"",""Laurent Gaudé"",""雅克·贝汉"",""François Sarano""]","[""皮尔斯·布鲁斯南"",""雅克·贝汉"",""姜文"",""宫泽理惠""]","[""纪录片""]"," 法国 / 瑞士 / 西班牙 / 美国 / 阿联酋"," 法语","[""2011-08-12(中国大陆)"",""2009-10-17(东京电影节)"",""2010-01-27(法国)""]"," Oceans",http://www.imdb.com/title/tt0765128
追风筝的人,8.2,97804,"[""马克·福斯特""]","[""戴维·贝尼奥夫"",""卡勒德·胡赛尼""]","[""赫立德·阿卜杜拉"",""阿托莎·利奥妮"",""肖恩·托布 ""]","[""剧情""]"," 美国 / 中国大陆"," 英语 / 达里语 / 普什图语 / 乌尔都语 / 俄语","[""2007-10(芝加哥电影节)"",""2008-01-11(美国)""]"," 追风筝的孩子",http://www.imdb.com/title/tt0419887
生化危机3：灭绝,7.1,96000,"[""拉塞尔·穆卡希""]","[""保罗·安德森""]","[""米拉·乔沃维奇"",""奥德·菲尔"",""伊恩·格雷"",""艾丽·拉特"",""亚香缇""]","[""动作"",""科幻"",""恐怖""]"," 美国 / 法国 / 澳大利亚 / 德国 / 英国"," 英语","[""2007-09-21(美国)""]"," Resident Evil 3 / 生化危机3 / 生化危机3：劫后余生 / 恶灵古堡3：大灭绝 / 生化危机：绝种生还者",http://www.imdb.com/title/tt0432021
太空旅客,6.9,117291,"[""莫滕·泰杜姆""]","[""乔·斯派茨""]","[""詹妮弗·劳伦斯"",""克里斯·普拉特"",""麦克·辛"",""劳伦斯·菲什伯恩"",""安迪·加西亚"",""因德尔·库马尔"",""奥罗拉·佩里纽""]","[""科幻"",""冒险""]"," 美国"," 英语 / 汉语普通话","[""2017-01-13(中国大陆)"",""2016-12-21(美国)""]"," 太空潜航者(港) / 星际过客(台) / 旅客 / 乘客",http://www.imdb.com/title/tt1355644
大兵小将,6.8,100917,"[""丁晟""]","[""丁晟""]","[""成龙"",""王力宏"",""刘承俊"",""杜玉明"",""林鹏"",""徐冬梅"",""王宝强"",""于荣光"",""卢惠光"",""晋松"",""吴樾"",""新七小福""]","[""喜剧"",""动作"",""冒险""]"," 中国大陆 / 香港"," 汉语普通话 / 娄凡语","[""2010-02-14(中国大陆)""]"," Little Big Soldier",http://www.imdb.com/title/tt1319718
云水谣,6.9,87266,"[""尹力""]","[""刘恒""]","[""陈坤"",""徐若瑄"",""李冰冰"",""归亚蕾"",""秦汉"",""梁洛施"",""朱茵"",""张致恒""]","[""剧情"",""爱情"",""战争""]"," 中国大陆 / 台湾"," 汉语普通话","[""2006-12-01(中国大陆)""]"," The Knot",http://www.imdb.com/title/tt0924003
剑雨,7.0,103875,"[""苏照彬""]","[""苏照彬""]","[""杨紫琼"",""郑雨盛"",""王学圻"",""徐熙媛"",""余文乐"",""戴立忍"",""鲍起静"",""林熙蕾"",""郭晓东"",""江一燕"",""吴佩慈"",""李宗翰"",""金士杰"",""吴飞霞""]","[""动作"",""武侠"",""古装""]"," 中国大陆 / 香港 / 台湾"," 汉语普通话","[""2010-09-28(中国大陆)""]"," 剑雨江湖 / Reign of Assassins",http://www.imdb.com/title/tt1460743
移动迷宫,6.8,109252,"[""韦斯·鲍尔""]","[""诺亚·奥本海姆"",""格兰特·迈尔斯"",""T·S·诺林"",""詹姆斯·达什纳""]","[""迪伦·欧布莱恩"",""阿梅尔·艾米恩"",""李起弘"",""布雷克·库珀"",""托马斯·布罗迪-桑斯特"",""威尔·保尔特"",""德克斯特·达登"",""卡雅·斯考达里奥"",""克里斯·谢菲尔德"",""乔·阿德勒"",""亚历山大·弗洛里斯"",""雅各布·拉提摩尔"",""兰德尔·D·坎宁安"",""派翠西娅·克拉克森"",""唐·麦克马纳斯""]","[""动作"",""科幻""]"," 美国 / 加拿大 / 英国"," 英语","[""2014-10-28(中国大陆)"",""2014-09-19(美国)""]"," 迷宫行者",http://www.imdb.com/title/tt1790864
只是爱着你,8.0,95030,"[""新城毅彦""]","[""市川拓司"",""坂东贤治""]","[""玉木宏"",""宫崎葵"",""黑木美沙"",""青木崇高"",""小出惠介"",""上原美佐"",""大西麻惠""]","[""剧情"",""爱情""]"," 日本"," 日语","[""2006-10-28(日本)""]"," 现在，只想爱你(台) / 藉着写真说爱你(港) / 天国森林 / Heavenly Forest / Tada, kimi wo aishiteru",http://www.imdb.com/title/tt0872022
小姐,7.9,112811,"[""朴赞郁""]","[""郑瑞景"",""朴赞郁"",""莎拉·沃特丝""]","[""金敏喜"",""金泰梨"",""河正宇"",""赵震雄"",""金海淑"",""文素丽""]","[""剧情"",""悬疑"",""同性""]"," 韩国"," 韩语 / 日语","[""2016-05-14(戛纳电影节)"",""2016-06-01(韩国)""]"," 下女诱罪(港) / 下女的诱惑(台) / 指匠情挑 / The Handmaiden",http://www.imdb.com/title/tt4016934
不再让你孤单,7.0,91824,"[""刘伟强""]","[""邓洁明""]","[""刘烨"",""舒淇"",""田亮"",""冯丹滢"",""黄秋生"",""萨日娜"",""张颂文"",""高天"",""连凯""]","[""剧情"",""爱情""]"," 香港 / 中国大陆"," 汉语普通话 / 粤语","[""2011-05-13(中国大陆)""]"," 美丽人生 / A Beautiful Life",http://www.imdb.com/title/tt1934335
她比烟花寂寞,8.4,91239,"[""安南德·图克尔""]","[""Frank Cottrell Boyce""]","[""艾米丽·沃森"",""瑞切尔·格里菲斯"",""詹姆斯·弗莱恩"",""大卫·莫瑞瑟"",""查尔斯·丹斯""]","[""剧情"",""音乐"",""传记""]"," 英国"," 英语","[""1998-12-30""]"," 无情荒地有琴天(台) / 狂恋大提琴 / 希拉里与杰基 / 希拉莉和积琪琳 / 中断的琴声",http://www.imdb.com/title/tt0150915
暗杀,8.0,110941,"[""崔东勋""]","[""崔东勋"",""李基哲""]","[""全智贤"",""李政宰"",""河正宇"",""吴达洙"",""赵震雄"",""李璟荣"",""崔德门"",""金义城"",""朴炳垠"",""陈庆"",""金海淑"",""曹承佑"",""河知元""]","[""剧情"",""动作"",""历史"",""犯罪""]"," 韩国"," 韩语 / 日语 / 汉语普通话","[""2015-09-17(中国大陆)"",""2015-07-22(韩国)""]"," 复国者联盟(港) / 米拉波 / Assassination",http://www.imdb.com/title/tt3501416
本能,7.7,90755,"[""保罗·范霍文""]","[""乔·埃泽特哈斯""]","[""迈克尔·道格拉斯"",""莎朗·斯通"",""乔治·杜兹达扎"",""珍妮·特里普里霍恩"",""丹尼斯·阿尔恩特""]","[""爱情"",""悬疑"",""惊悚"",""情色""]"," 美国 / 法国"," 英语","[""1992-03-20""]"," 第六感追缉令 / 氷の微笑",http://www.imdb.com/title/tt0103772
杀生,7.6,103539,"[""管虎""]","[""管虎""]","[""黄渤"",""苏有朋"",""余男"",""任达华"",""马精武"",""梁静"",""王迅""]","[""剧情"",""悬疑""]"," 中国大陆"," 汉语普通话 / 四川话","[""2012-04-28(中国大陆)""]"," Design Of Death",http://www.imdb.com/title/tt2290645
被偷走的那五年,5.8,104379,"[""黄真真""]","[""黄真真"",""侯颖桁"",""郑善瑜""]","[""白百何"",""张孝全"",""范玮琪"",""安心亚"",""伍思凯"",""林暐恒"",""谢君豪"",""戴君竹""]","[""爱情""]"," 中国大陆"," 汉语普通话","[""2013-08-29(中国大陆)"",""2013-09-12(香港)"",""2013-09-13(台湾)""]"," 被偷走的5年 / 被偷走的时光 / 最后一次说爱你 / 倾城之泪2 / 悲伤成河 / The Stolen Years",http://www.imdb.com/title/tt3175936
海洋天堂,7.9,95928,"[""薛晓路""]","[""薛晓路""]","[""李连杰"",""文章"",""桂纶镁"",""朱媛媛"",""董勇"",""高圆圆""]","[""剧情""]"," 中国大陆 / 香港"," 汉语普通话","[""2010-06-18(中国大陆)""]"," Ocean Heaven",http://www.imdb.com/title/tt1498858
霍元甲,6.6,90328,"[""于仁泰""]","[""王斌"",""周隼"",""杜致朗"",""李冯""]","[""李连杰"",""董勇"",""孙俪"",""中村狮童"",""鲍起静"",""邹兆龙"",""原田真人"",""杨紫琼""]","[""剧情"",""动作"",""传记""]"," 美国 / 中国大陆 / 香港"," 汉语普通话 / 日语 / 英语","[""2006-01-25(中国大陆)"",""2006-01-26(香港)""]"," Fearless / Legend of a Fighter / Jet Li's Fearless",http://www.imdb.com/title/tt0446059
一个陌生女人的来信,7.5,88896,"[""徐静蕾""]","[""斯蒂芬·茨威格"",""徐静蕾""]","[""徐静蕾"",""姜文"",""黄觉"",""焦晃"",""孙飞虎"",""苏小明"",""林源"",""马恩然""]","[""剧情"",""爱情""]"," 中国大陆"," 汉语普通话","[""2005-03-04(中国大陆)"",""2004-09(塞巴斯蒂安电影节)""]"," Letter from an Unknown Woman",http://www.imdb.com/title/tt0424234
换子疑云,8.3,99789,"[""克林特·伊斯特伍德""]","[""J·迈克尔·斯特拉辛斯基""]","[""安吉丽娜·朱莉"",""盖特林·格里菲斯"",""米歇尔·冈"",""约翰·马尔科维奇"",""科鲁姆·费奥瑞"",""杰弗里·多诺万"",""迈克尔·凯利""]","[""剧情"",""悬疑"",""惊悚""]"," 美国"," 英语 / 葡萄牙语","[""2008-10-31(美国)""]"," 陌生的孩子(台) / 换命谎言(港) / 调包婴儿 / 换婴记 / 换亲子迷雾",http://www.imdb.com/title/tt0824747
窃听风云3,6.2,104824,"[""麦兆辉"",""庄文强""]","[""麦兆辉"",""庄文强""]","[""刘青云"",""古天乐"",""吴彦祖"",""周迅"",""叶璇"",""方中信"",""曾江"",""吴孟达"",""黄磊"",""林家栋"",""林嘉华"",""欧锦棠"",""郭锋"",""罗兰"",""骆应钧"",""黄奕"",""钱嘉乐"",""谷德昭""]","[""动作"",""悬疑"",""惊悚"",""犯罪""]"," 香港 / 中国大陆"," 汉语普通话 / 粤语","[""2014-05-29(中国大陆)"",""2014-06-05(香港)""]"," Overheard 3",http://www.imdb.com/title/tt3121442
猩球崛起3：终极之战,6.9,115094,"[""马特·里夫斯""]","[""马特·里夫斯"",""马克·鲍姆贝克"",""里克·杰法"",""阿曼达·斯尔沃"",""皮埃尔·布尔""]","[""安迪·瑟金斯"",""伍迪·哈里森"",""史蒂夫·茨恩"",""卡琳·考诺娃"",""阿米尔·米勒"",""泰瑞·诺塔里"",""泰·奥尔森"",""迈克尔·亚当思韦特"",""托比·凯贝尔"",""加布里埃尔·查瓦里亚"",""朱迪·格雷尔"",""莎拉·坎宁"",""德文·达尔顿"",""阿莱克斯·潘诺维奇"",""亚历桑德罗·朱利安尼"",""马克斯·洛伊德-琼斯"",""蒂莫西·韦伯""]","[""剧情"",""动作"",""科幻""]"," 美国"," 英语 / 美国手语","[""2017-09-15(中国大陆)"",""2017-07-14(美国)""]"," 猩球崛起：终极决战(台) / 猿人争霸战：猩凶巨战(港) / 猩球大战：猿力觉醒(豆友译名) / 猩球崛起3 / 人猿猩球3 / Planet of the Apes 3",http://www.imdb.com/title/tt3450958
博物馆奇妙夜2,6.8,97967,"[""肖恩·利维""]","[""罗伯特·本·加兰特"",""托马斯·列农""]","[""本·斯蒂勒"",""艾米·亚当斯"",""欧文·威尔逊"",""汉克·阿扎利亚"",""罗宾·威廉姆斯"",""克里斯托弗·格斯特"",""阿兰·夏巴"",""史蒂夫·库根"",""瑞奇·热维斯"",""比尔·哈德尔"",""乔·博恩瑟"",""派崔克·盖勒"",""杰克·切里"",""拉米·马雷克"",""米苏·贝克""]","[""喜剧"",""动作"",""奇幻"",""冒险""]"," 美国 / 加拿大"," 英语 / 阿拉伯语 / 法语","[""2009-05-26(中国大陆)"",""2009-05-14(华盛顿首映)"",""2009-05-22(美国)""]"," 博物馆惊魂夜2 / 翻生侏罗馆2 / 博物馆奇妙夜2：逃离史密森尼 / 博物馆奇妙夜：史密森尼之战",http://www.imdb.com/title/tt1078912
一个叫欧维的男人决定去死,8.7,112622,"[""汉内斯·赫尔姆""]","[""弗雷德里克·巴克曼"",""汉内斯·赫尔姆""]","[""罗夫·拉斯加德"",""巴哈·帕斯"",""托比亚斯·阿姆博瑞"",""菲利普·伯格"",""安娜-莱娜·布伦丁"",""博瑞·伦贝里"",""埃达·英格薇"",""弗雷德里克·埃弗斯"",""玛德琳·雅各布松"",""查特里娜·拉松"",""杰克尔·法尔斯特伦""]","[""剧情""]"," 瑞典"," 瑞典语 / 波斯语","[""2015-12-25(瑞典)""]"," 明天别再来敲门(台) / 想死冇咁易(港) / 叫欧裴的男人 / 欧维决定去死 / A Man Called Ove",http://www.imdb.com/title/tt4080728
007：大战皇家赌场,7.4,93991,"[""马丁·坎贝尔""]","[""尼尔·珀维斯"",""罗伯特·韦德"",""保罗·哈吉斯"",""伊恩·弗莱明""]","[""丹尼尔·克雷格"",""伊娃·格林"",""麦斯·米科尔森"",""朱迪·丹奇"",""杰弗里·怀特"",""吉安卡罗·吉安尼尼""]","[""动作"",""惊悚"",""犯罪""]"," 美国 / 英国 / 德国 / 捷克 Czech Republic / 巴哈马 Bahamas"," 英语","[""2007-01-30(中国大陆)"",""2006-11-16(英国)"",""2006-11-17(美国)""]"," 007系列21：大战皇家赌场 / 007首部曲：皇家夜总会(台) / 新铁金刚智破皇家赌场(港) / 007大战皇家赌场 / 邦德21 / James Bond 007 - Casino Royale",http://www.imdb.com/title/tt0381061
鹿鼎记2：神龙教,7.7,89717,"[""王晶""]","[""王晶""]","[""周星驰"",""邱淑贞"",""林青霞"",""李嘉欣"",""陈百祥"",""刘松仁"",""温兆伦"",""汤镇业"",""吴君如"",""袁洁莹"",""陈德容"",""秦沛""]","[""喜剧"",""动作"",""武侠"",""古装""]"," 香港"," 粤语","[""1992-09-24(香港)""]"," Royal Tramp II / Royal Tramp2",http://www.imdb.com/title/tt0104771
异形,7.9,95413,"[""雷德利·斯科特""]","[""丹·欧班农"",""罗纳德·舒塞特""]","[""西格妮·韦弗"",""汤姆·斯凯里特"",""维罗尼卡·卡维特"",""哈利·戴恩·斯坦通"",""约翰·赫特"",""伊安·霍姆"",""亚非特·科托"",""博拉吉·巴迪乔"",""海伦·霍顿""]","[""科幻"",""恐怖""]"," 英国 / 美国"," 英语 / 西班牙语","[""1979-05-25(美国)""]"," 异形杀手 / Star Beast",http://www.imdb.com/title/tt0078748
天台爱情,6.8,109285,"[""周杰伦""]","[""周杰伦""]","[""周杰伦"",""王学圻"",""曾志伟"",""柯有伦"",""李心艾"",""徐帆"",""纳豆"",""钟镇涛"",""唐从圣"",""林暐恒"",""傅艺伟"",""姜大卫"",""宋健彰"",""刘伟强"",""黄俊郎"",""邱凯伟"",""黄怀晨""]","[""喜剧"",""动作"",""爱情"",""歌舞""]"," 中国大陆 / 香港 / 台湾"," 汉语普通话","[""2013-07-11(中国大陆/台湾)"",""2013-08-01(香港)""]"," 天台 / The Rooftop",http://www.imdb.com/title/tt2901548
隐秘而伟大,7.7,105683,"[""张哲洙""]","[""尹洪基"",""金方贤""]","[""金秀贤"",""李玹雨"",""朴基雄"",""李彩英"",""孙贤周"",""高昌锡"",""金成钧"",""张光"",""朴恩斌""]","[""喜剧"",""动作""]"," 韩国"," 韩语","[""2013-06-05(韩国)""]"," 3个特攻美少年(港) / 伟大的隐藏者(台) / 隐秘而伟大的 / Secretly Greatly",http://www.imdb.com/title/tt2967578
百鸟朝凤,8.0,112711,"[""吴天明""]","[""吴天明"",""罗雪莹"",""肖江虹""]","[""陶泽如"",""李岷城"",""嵇波"",""胡先煦"",""郑伟"",""迟蓬"",""袁中方"",""墨阳"",""张喜前"",""谭群"",""王长玲"",""周天羽"",""张双成"",""许还山""]","[""剧情""]"," 中国大陆"," 汉语普通话","[""2016-05-06(中国大陆)"",""2017-04-20(中国大陆重映)"",""2013-09-25(金鸡百花电影节)""]"," Song of the Phoenix",http://www.imdb.com/title/tt3214392
线人,7.3,95968,"[""林超贤""]","[""吴炜伦""]","[""谢霆锋"",""张家辉"",""桂纶镁"",""陆毅"",""苗圃"",""廖启智"",""钟舒漫"",""吴浩康"",""郭政鸿"",""Rob Lok"",""梁小冰""]","[""剧情"",""动作"",""惊悚""]"," 香港 / 中国大陆"," 粤语 / 汉语普通话","[""2010-08-24""]"," 证人2之线人 / Beast Stalker 2: Informant / The Stool Pigeon",http://www.imdb.com/title/tt1535492
为奴十二年,7.9,104621,"[""史蒂夫·麦奎因""]","[""约翰·里德利"",""所罗门·诺萨普""]","[""切瓦特·埃加福特"",""迈克尔·法斯宾德"",""本尼迪克特·康伯巴奇"",""拜伦·巴特"",""保罗·达诺"",""保罗·吉亚玛提"",""露皮塔·尼永奥"",""莎拉·保罗森"",""布拉德·皮特"",""阿尔法·伍达德""]","[""剧情"",""传记"",""历史""]"," 美国 / 英国"," 英语","[""2013-11-08(美国)""]"," 被夺走的12年(港) / 自由之心(台) / 为奴十二载 / 黑奴十二年 / Twelve Years a Slave",http://www.imdb.com/title/tt2024544
赤壁(下),6.4,94053,"[""吴宇森""]","[""吴宇森"",""盛和煜"",""陈汗"",""郭筝"",""罗贯中""]","[""梁朝伟"",""金城武"",""张丰毅"",""赵薇"",""佟大为"",""林志玲"",""张震"",""胡军"",""尤勇"",""中村狮童"",""宋佳"",""巴森扎布"",""臧金生""]","[""剧情"",""动作"",""历史"",""战争""]"," 中国大陆 / 香港 / 日本 / 台湾 / 韩国"," 汉语普通话","[""2009-01-08(中国大陆)"",""2009-01-15(香港)""]"," 赤壁：决战天下 / Red Cliff, Part 2 / Red Cliff: The Decisive Battle",http://www.imdb.com/title/tt1326972
回忆积木小屋,9.3,102448,"[""加藤久仁生 ""]","[""加藤久仁生 ""]",[],"[""剧情"",""动画"",""短片""]"," 日本"," 无对白","[""2008-06-10""]"," 积木之家 / Tsumiki no ie / La Maison en Petits Cubes / The House of Small Cubes",http://www.imdb.com/title/tt1361566
