Title,Rate,Rating people,Directors,Script writers,Actors,Genres,Production countries and regions,Languages,Initial release date,Other names,IMDb link
心花路放,7.0,255047,"[""宁浩""]","[""岳小军"",""邢爱娜"",""孙小杭"",""董润年"",""章笛沙"",""张艺凡""]","[""黄渤"",""徐峥"",""袁泉"",""周冬雨"",""陶慧"",""岳小军"",""沈腾"",""张俪"",""马苏"",""刘美含"",""王砚辉"",""焦俊艳"",""郭涛"",""李晨"",""熊乃瑾"",""夏雨"",""刘仪伟"",""雷佳音"",""雍梦婷"",""梁浩""]","[""喜剧"",""爱情""]"," 中国大陆"," 汉语普通话 / 粤语 / 云南方言","[""2014-09-30(中国大陆)"",""2014-09-06(多伦多电影节)""]"," 玩命邂逅 / 玩儿命邂逅 / 心花怒放 / Breakup Buddies",http://www.imdb.com/title/tt3890264
青蛇,8.4,220987,"[""徐克""]","[""李碧华"",""徐克""]","[""张曼玉"",""王祖贤"",""赵文卓"",""吴兴国"",""马精武"",""田丰"",""刘洵""]","[""剧情"",""奇幻"",""古装""]"," 香港"," 粤语","[""1993-11-04(香港)""]"," Green Snake",http://www.imdb.com/title/tt0106559
神奇动物在哪里,7.8,269753,"[""大卫·叶茨""]","[""J·K·罗琳""]","[""埃迪·雷德梅恩"",""凯瑟琳·沃特斯顿"",""丹·福勒"",""艾莉森·萨多尔"",""科林·法瑞尔"",""埃兹拉·米勒"",""朗·普尔曼"",""强·沃特"",""萨曼莎·莫顿"",""嘉玛·陈"",""卡门·艾乔戈"",""克里斯汀·马扎诺"",""詹·穆瑞"",""约翰尼·德普""]","[""剧情"",""奇幻"",""冒险""]"," 英国 / 美国"," 英语","[""2016-11-25(中国大陆)"",""2016-11-18(美国/英国)""]"," 怪兽与它们的产地(港/台) / 神奇生物在哪里 / 神奇的野兽以及在哪里能找到它们 / 神兽何处寻(豆友译名)",http://www.imdb.com/title/tt3183660
窃听风暴,9.1,235668,"[""弗洛里安·亨克尔·冯·多纳斯马尔克""]","[""弗洛里安·亨克尔·冯·多纳斯马尔克""]","[""乌尔里希·穆埃"",""马蒂娜·格德克"",""塞巴斯蒂安·科赫"",""乌尔里希·图库尔"",""托马斯·蒂梅""]","[""剧情"",""悬疑""]"," 德国"," 德语","[""2006-03-23(德国)""]"," 他人的生活 / 别人的生活 / 窃听者 / 别样人生 / The Lives of Others",http://www.imdb.com/title/tt0405094
模仿游戏,8.5,253653,"[""莫滕·泰杜姆""]","[""格拉汉姆·摩尔"",""安德鲁·霍奇斯""]","[""本尼迪克特·康伯巴奇"",""凯拉·奈特莉"",""马修·古迪"",""罗里·金奈尔"",""艾伦·里奇"",""马修·比尔德"",""查尔斯·丹斯"",""马克·斯特朗"",""詹姆斯·诺斯科特"",""汤姆·古德曼-希尔"",""史蒂芬·威丁顿"",""伊兰·古德曼"",""杰克·塔尔登"",""埃里克斯·劳瑟"",""杰克·巴农""]","[""剧情"",""同性"",""传记"",""战争""]"," 英国 / 美国"," 英语 / 德语","[""2015-07-21(中国大陆)"",""2014-11-14(英国)"",""2014-12-25(美国)""]"," 解码游戏(港) / 模拟游戏",http://www.imdb.com/title/tt2084970
玛丽和马克思,8.9,237673,"[""亚当·艾略特""]","[""亚当·艾略特""]","[""托妮·科莱特"",""菲利普·塞默·霍夫曼"",""巴瑞·哈姆弗莱斯"",""艾瑞克·巴纳"",""贝塔尼·维特莫尔"",""蕾妮·盖耶"",""伊恩·莫利·梅尔德伦"",""克里斯托弗·马西"",""卡罗琳·莎士比亚-艾伦"",""琳恩·史密斯""]","[""剧情"",""动画""]"," 澳大利亚"," 英语 / 依地语","[""2009-01-15(圣丹斯电影节)"",""2009-04-09(澳大利亚)""]"," 巧克力情缘(台) / 同是天涯寂寞客 / 玛丽与马克思 / 玛丽和麦克斯 / 玛丽和马克斯 / 玛丽和马科斯",http://www.imdb.com/title/tt0978762
地心引力,7.8,249982,"[""阿方索·卡隆""]","[""阿方索·卡隆"",""霍纳斯·夸隆""]","[""桑德拉·布洛克"",""乔治·克鲁尼"",""艾德·哈里斯"",""奥托·伊格内修森"",""法尔杜特·夏尔马"",""艾米·沃伦"",""巴舍尔·萨维奇""]","[""科幻"",""惊悚"",""灾难""]"," 美国 / 英国"," 英语 / 格陵兰语","[""2013-11-19(中国大陆)"",""2013-08-28(威尼斯电影节)"",""2013-10-04(美国)""]"," 引力边缘(港) / 地球引力 / 重力 / Gravedad",http://www.imdb.com/title/tt1454468
单身男女,6.8,221476,"[""杜琪峰""]","[""韦家辉"",""游乃海"",""欧文杰"",""陈伟斌""]","[""古天乐"",""吴彦祖"",""高圆圆"",""林雪"",""尹子维"",""李施嬅"",""贾晓晨""]","[""喜剧"",""爱情""]"," 香港"," 粤语 / 汉语普通话","[""2011-03-31(香港/中国大陆)""]"," Don’t Go Breaking My Heart",http://www.imdb.com/title/tt1776143
变脸,8.4,214136,"[""吴宇森""]","[""麦克·韦柏"",""迈克尔·科拉里""]","[""约翰·特拉沃尔塔"",""尼古拉斯·凯奇"",""琼·艾伦"",""亚历桑德罗·尼沃拉"",""吉娜·格申"",""多米尼克·斯万"",""尼克·卡萨维茨"",""哈威·普雷斯内尔"",""科鲁姆·费奥瑞"",""约翰·卡洛·林奇"",""希·庞德"",""罗伯特·维斯多姆"",""赵牡丹"",""詹姆斯·丹顿"",""马特·罗斯"",""克里斯·鲍尔"",""迈尔斯·杰弗里"",""大卫·麦克库利"",""托马斯·简"",""汤米·弗拉纳根"",""达纳·史密斯"",""罗密·温莎"",""保罗•希普"",""柯克·鲍兹"",""劳伦·辛克莱尔"",""本·里德"",""丽莎·博伊尔"",""琳达·霍夫曼"",""丹尼·马斯特森"",""迈克尔·罗查"",""麦克·韦柏"",""梅根·保罗"",""诺姆·卡普顿""]","[""动作"",""科幻"",""惊悚"",""犯罪""]"," 美国"," 英语 / 拉丁语","[""1997-06-27(美国)""]"," 夺面双雄",http://www.imdb.com/title/tt0119094
超体,7.1,247667,"[""吕克·贝松""]","[""吕克·贝松""]","[""斯嘉丽·约翰逊"",""摩根·弗里曼"",""崔岷植"",""阿马尔·维克德"",""朱利安·林希德-图特"",""皮鲁·埃斯贝克"",""安娜丽·提普顿"",""詹·奥利弗·施罗德"",""弗雷德里克·周"",""克莱尔·陈"",""塞德里克·舍瓦姆"",""邵斯凡"",""保罗·陈"",""林暐恒""]","[""动作"",""科幻""]"," 法国"," 英语 / 韩语 / 法语 / 汉语普通话","[""2014-10-24(中国大陆)"",""2014-07-25(美国)"",""2014-08-06(法国)""]"," LUCY：绝路煞姬(港) / 露西(台) / 超能毒贩",http://www.imdb.com/title/tt2872732
小时代,4.7,248493,"[""郭敬明""]","[""郭敬明""]","[""杨幂"",""柯震东"",""郭采洁"",""郭碧婷"",""谢依霖"",""凤小岳"",""李悦铭"",""陈学冬"",""姜潮"",""杜天皓"",""商侃"",""王琳"",""丁巧唯""]","[""剧情"",""喜剧"",""爱情""]"," 中国大陆 / 台湾"," 汉语普通话","[""2013-06-27(中国大陆)""]"," 小时代1.0折纸时代 / 小时代电影版 / Tiny Times 1.0",http://www.imdb.com/title/tt3043630
爱在暹罗,8.3,216756,"[""楚克·萨克瑞科""]","[""楚克·萨克瑞科""]","[""维特维斯特·海伦亚沃恩酷"",""马里奥·毛瑞尔"",""赖拉·邦雅淑"",""坎雅·拉坦娜佩琦"",""辛扎伊·本班尼"",""松希·努诺卡空希"",""姘潘·布拉娜嫔"",""阿缇·尼永库"",""吉拉育·拉翁马尼"",""查妮达·彭西皮帕特""]","[""剧情"",""爱情"",""同性"",""家庭""]"," 泰国"," 泰语","[""2007-11-22(泰国)""]"," 暹罗之恋 / 爱在暹罗广场 / The Love of Siam",http://www.imdb.com/title/tt1152282
雨人,8.6,213017,"[""巴瑞·莱文森""]","[""罗纳德·巴斯"",""巴里·莫罗""]","[""达斯汀·霍夫曼"",""汤姆·克鲁斯"",""瓦莱丽亚·戈利诺"",""邦尼·亨特""]","[""剧情""]"," 美国"," 英语 / 意大利语","[""1988-12-16(美国)""]"," 手足情未了 / 手足情深",http://www.imdb.com/title/tt0095953
猫鼠游戏,8.7,232421,"[""史蒂文·斯皮尔伯格""]","[""杰夫·内桑森""]","[""莱昂纳多·迪卡普里奥"",""汤姆·汉克斯"",""克里斯托弗·沃肯"",""马丁·辛"",""艾米·亚当斯"",""詹妮弗·加纳"",""伊丽莎白·班克斯"",""纳塔莉·贝伊"",""詹姆斯·布洛林"",""艾伦·旁派"",""南希·利内翰"",""布莱恩·豪威 "",""弗兰克·约翰·休斯"",""克里斯·埃里斯""]","[""剧情"",""传记"",""犯罪""]"," 美国 / 加拿大"," 英语 / 法语","[""2002-12-16(洛杉矶首映)"",""2002-12-25(美国)""]"," 逍遥法外 / 神鬼交锋(台) / 捉智双雄(港) / 我知道你是谁 / 有种来抓我",http://www.imdb.com/title/tt0264464
银河护卫队,8.0,249573,"[""詹姆斯·古恩""]","[""詹姆斯·古恩"",""尼科尔·帕尔曼"",""丹·阿布内特"",""安迪·兰宁""]","[""克里斯·普拉特"",""佐伊·索尔达娜"",""布莱德利·库珀"",""范·迪塞尔"",""戴夫·巴蒂斯塔"",""李·佩斯"",""迈克尔·鲁克"",""凯伦·吉兰"",""杰曼·翰苏"",""本尼西奥·德尔·托罗"",""约翰·C·赖利"",""格伦·克洛斯"",""劳拉·哈德克"",""肖恩·古恩"",""彼得·塞拉菲诺威茨"",""埃米特·斯坎伦"",""奥菲利亚·拉维邦德""]","[""动作"",""科幻"",""冒险""]"," 美国 / 英国"," 英语 / 萨卡语","[""2014-10-10(中国大陆)"",""2014-07-21(洛杉矶首映)"",""2014-08-01(美国)""]"," 银河守护队(港) / 星际异攻队(台) / 银河守卫者 / 银河守护者 / Full Tilt / G.O.T.G.",http://www.imdb.com/title/tt2015381
第九区,8.2,227980,"[""尼尔·布洛姆坎普""]","[""尼尔·布洛姆坎普"",""特丽·塔歇尔""]","[""沙尔托·科普雷"",""詹森·库伯"",""娜塔莉·博尔特"",""茜尔雯·斯特赖克"",""约翰·萨莫尔"",""威廉·艾伦·扬"",""尼克·布雷克"",""杰德·布罗菲"",""路易斯·米纳尔"",""瓦妮莎·海伍德"",""玛丽安·胡曼"",""维多利奥·莱奥纳迪"",""曼德拉·加杜卡"",""约翰·范·肖尔"",""斯特拉·斯廷坎普"",""戴维·詹姆斯"",""肯尼思·恩科西"",""蒂姆·戈登"",""莫尔内·埃拉斯姆斯"",""尤金·孔巴尼瓦"",""赫棱基维·马德拉拉"",""西雅邦加·拉德贝"",""梅尔特·西贝尔哈亨"",""安德勒·奥登达尔"",""尼克·伯莱尼"",""罗伯特·霍布斯""]","[""剧情"",""动作"",""科幻"",""惊悚""]"," 美国 / 新西兰 / 加拿大 / 南非"," 英语 / 尼扬贾语 / 南非荷兰语 / 祖鲁语 / 科萨语 / 塞索托语","[""2009-11-27(中国大陆)"",""2009-08-14(美国)""]"," 第九禁区 / D-9异形禁区 / 第9区",http://www.imdb.com/title/tt1136608
爱在黎明破晓前,8.7,226333,"[""理查德·林克莱特""]","[""理查德·林克莱特"",""金·克里桑""]","[""伊桑·霍克"",""朱莉·德尔佩"",""安德莉亚·埃克特"",""汉诺·波西尔"",""Karl Bruckschwaiger""]","[""剧情"",""爱情""]"," 美国 / 奥地利 / 瑞士"," 英语 / 德语 / 法语","[""1995-01-27(美国)""]"," 情留半天(港) / 爱在黎明破晓时(台) / 日出之前",http://www.imdb.com/title/tt0112471
变形金刚2,7.6,223095,"[""迈克尔·贝""]","[""伊伦·克鲁格"",""罗伯托·奥奇"",""艾里克斯·库兹曼""]","[""希亚·拉博夫"",""梅根·福克斯"",""乔什·杜哈明"",""雨果·维文"",""伊莎贝尔·卢卡斯"",""约翰·特托罗""]","[""动作"",""科幻""]"," 美国"," 英语 / 西班牙语 / 阿拉伯语","[""2009-06-24(中国大陆/美国)"",""2009-06-19(英国)""]"," 变形金刚2：堕落者的复仇 / 变形金刚狂派再起(港) / 变形金刚2：复仇之战(台) / 变形金刚2：卷土重来 / 变形金刚2：狂派的反击",http://www.imdb.com/title/tt1055369
僵尸新娘,8.1,214708,"[""蒂姆·波顿"",""迈克·约翰逊""]","[""约翰·奥古斯特"",""卡罗琳·汤普森"",""帕米拉·帕特勒"",""蒂姆·波顿"",""卡洛斯·格兰奇尔""]","[""约翰尼·德普"",""海伦娜·伯翰·卡特"",""艾米丽·沃森"",""崔茜·尤玛"",""保罗·怀特豪斯"",""乔安娜·林莉"",""阿尔伯特·芬尼"",""理查德·E·格兰特"",""克里斯托弗·李"",""迈克尔·高夫"",""简·霍洛克斯"",""恩·赖特尔"",""迪普·罗伊"",""丹尼·艾夫曼"",""斯蒂芬·巴兰坦"",""丽莎·凯""]","[""剧情"",""动画"",""奇幻""]"," 美国 / 英国"," 英语","[""2005-09-07(威尼斯电影节)"",""2005-09-23(美国)"",""2005-10-21(英国)""]"," 骷髅新娘 / 提姆波顿之地狱新娘(台) / 添布顿怪诞尸新娘(港) / Tim Burton's Corpse Bride",http://www.imdb.com/title/tt0121164
明日边缘,8.0,245693,"[""道格·里曼""]","[""克里斯托弗·麦奎里"",""杰斯·巴特沃斯"",""约翰-亨利·巴特沃斯"",""樱坂洋""]","[""汤姆·克鲁斯"",""艾米莉·布朗特"",""布莱丹·格里森"",""比尔·帕克斯顿"",""约纳斯·阿姆斯特朗"",""托尼·威"",""奇克·盖瑞"",""弗朗茨·德拉姆"",""德拉戈米尔·米希克"",""夏洛特·莱利"",""羽田正义"",""特伦斯·梅纳德"",""诺亚·泰勒"",""劳拉·普沃"",""玛德琳·曼托克""]","[""动作"",""科幻""]"," 美国 / 加拿大"," 英语","[""2014-06-06(美国/中国大陆)""]"," 异空战士(港) / 明日边界(台) / 杀戮轮回 / 生死轮回 / We Mortals Are / All You Need Is Kill / Live Die Repeat: Edge of Tomorrow",http://www.imdb.com/title/tt1631867
钢铁侠,7.8,222675,"[""乔恩·费儒""]","[""阿特·马库姆"",""马特·霍洛维"",""马克·弗格斯"",""霍克·奥斯比""]","[""小罗伯特·唐尼"",""泰伦斯·霍华德"",""格温妮斯·帕特洛"",""杰夫·布里吉斯"",""莱丝莉·比伯"",""肖恩·托布 "",""保罗·贝坦尼"",""乔恩·费儒"",""克拉克·格雷格""]","[""动作"",""科幻"",""惊悚"",""冒险""]"," 美国"," 英语 / 波斯语 / 乌尔都语 / 阿拉伯语","[""2008-04-30(中国大陆)"",""2008-04-14(悉尼首映)"",""2008-05-02(美国)""]"," 铁甲奇侠(港) / 钢铁人(台) / 铁人",http://www.imdb.com/title/tt0371746
烈日灼心,7.9,251047,"[""曹保平""]","[""曹保平"",""焦华静""]","[""邓超"",""段奕宏"",""郭涛"",""王珞丹"",""吕颂贤"",""高虎"",""白柳汐"",""杜志国""]","[""剧情"",""悬疑"",""犯罪""]"," 中国大陆"," 汉语普通话","[""2015-08-27(中国大陆)"",""2015-06-15(上海电影节)""]"," 不法之徒 / 法外之徒 / 太阳黑子 / 光斑 / The Dead End",http://www.imdb.com/title/tt4079152
唐人街探案,7.4,251772,"[""陈思诚""]","[""陈思诚"",""程佳客"",""刘凯"",""白鹤""]","[""王宝强"",""刘昊然"",""佟丽娅"",""陈赫"",""肖央"",""小沈阳"",""潘粤明"",""马浴柯"",""张子枫"",""赵英俊"",""桑平"",""金士杰"",""大鹏"",""张国强"",""李叶青"",""陈祉希""]","[""喜剧"",""动作"",""悬疑""]"," 中国大陆"," 汉语普通话 / 泰语 / 英语","[""2015-12-31(中国大陆)""]"," 唐人街·探案 / 唐探 / Detective Chinatown",http://www.imdb.com/title/tt5290882
借东西的小人阿莉埃蒂,8.7,220763,"[""米林宏昌""]","[""宫崎骏"",""丹羽圭子"",""玛丽·诺顿""]","[""志田未来"",""神木隆之介"",""树木希林"",""三浦友和"",""大竹忍"",""竹下景子"",""藤原龙也""]","[""动画"",""奇幻"",""冒险""]"," 日本"," 日语","[""2010-07-17(日本)""]"," 借物少女艾莉缇(台) / 借东西的小矮人亚莉亚蒂(港) / 借东西的阿莉埃蒂 / 借东西的地下小人 / The Borrower Arrietty / The Secret World of Arrietty",http://www.imdb.com/title/tt1568921
后天,8.0,212922,"[""罗兰·艾默里奇""]","[""罗兰·艾默里奇"",""杰弗利·纳赫马诺夫""]","[""丹尼斯·奎德"",""杰克·吉伦哈尔"",""埃米·罗森"",""达什·米霍克"",""杰伊·桑德斯"",""雪拉·渥德"",""奥斯汀·尼可斯"",""阿尔杰·史密斯"",""富田谭玲"",""萨沙·罗伊茨"",""伊安·霍姆"",""肯尼斯·威尔什"",""Robin Wilcock"",""Jason Blicker"",""Kenneth Moskow"",""Tim Hamaguchi"",""格伦·普拉默"",""艾德里安·莱斯特"",""理查德·麦克米伦"",""内斯特·塞拉诺"",""克里斯·布里顿"",""瓦拉斯塔·瓦拉纳"",""Pauline Little"",""Alan Fawcett"",""Howard Bilerman"",""John Maclaren"",""Richard Zeman"",""佩里·金"",""弗兰克·方丹"",""米米·库兹克"",""Vitali Makarov"",""袁罗素"",""蒂姆·巴格莱"",""查克·沙曼塔"",""Phillip Jarrett"",""Ayana O'Shun"",""Tony Calabretta"",""薇安·温特"",""希拉·麦卡锡"",""Tom Rooney"",""艾米·斯洛安"",""Marylou Belugou"",""Karen Glave"",""克里斯蒂安·特西尔"",""乔·柯布登 "",""Caroline Keenan"",""阿隆·鲁斯汀"",""Sam Woods"",""Jack Laufer"",""Luke Letourneau"",""Anne Day-Jones"",""Emanuel Hoss-Desmarais"",""Terry Simpson"",""José Ramón Rosario""]","[""动作"",""科幻"",""冒险"",""灾难""]"," 美国"," 英语 / 日语 / 法语 / 阿拉伯语 / 西班牙语","[""2004-05-28(中国大陆/美国)"",""2004-05-17(墨西哥城首映)""]"," 明日之后 / 末日浩劫 / 明日过后 / 末日世界",http://www.imdb.com/title/tt0319262
神偷奶爸2,8.0,231879,"[""皮埃尔·柯芬"",""克里斯·雷纳德""]","[""辛科·保罗"",""肯·道里欧""]","[""史蒂夫·卡瑞尔"",""克里斯汀·韦格"",""本杰明·布拉特"",""米兰达·卡斯格拉夫"",""拉塞尔·布兰德"",""郑肯"",""史蒂夫·库根"",""艾尔西·费舍尔"",""达纳·盖尔"",""莫伊塞斯·阿里亚斯"",""纳西姆·帕杜雷德"",""克里斯汀·沙尔"",""皮埃尔·柯芬"",""克里斯·雷纳德"",""尼科莱·斯托伊洛夫"",""瓦妮莎·贝尔""]","[""喜剧"",""动画"",""冒险""]"," 美国"," 英语 / 乌克兰语","[""2014-01-10(中国大陆)"",""2013-07-03(美国)""]"," 卑鄙的我2 / 坏蛋奖门人2(港)",http://www.imdb.com/title/tt1690953
奇异博士,7.6,254389,"[""斯科特·德瑞克森""]","[""史蒂夫·迪特寇"",""托马斯·迪恩·唐纳利"",""斯坦·李"",""乔·斯派茨"",""约书亚·奥本海默""]","[""本尼迪克特·康伯巴奇"",""蒂尔达·斯文顿"",""麦斯·米科尔森"",""切瓦特·埃加福特"",""瑞秋·麦克亚当斯"",""迈克尔·斯图巴"",""本尼迪克特·王"",""本杰明·布拉特"",""斯科特·阿金斯"",""莎拉·费希恩"",""阿拉·萨菲""]","[""动作"",""奇幻"",""冒险""]"," 美国"," 英语","[""2016-11-04(中国大陆/美国)"",""2016-10-25(英国)""]"," 斯特兰奇博士 / 史特兰奇博士 / 奇怪博士 / 怪奇医生 / 奇异医生 / 史奇医生 / Dr. Strange",http://www.imdb.com/title/tt1211837
宝贝计划,7.1,199217,"[""陈木胜""]","[""袁锦麟"",""成龙"",""陈木胜""]","[""成龙"",""古天乐"",""蔡志强"",""许冠文"",""蔡卓妍"",""高圆圆"",""陈宝国"",""元彪"",""余安安"",""吴彦祖"",""谢霆锋""]","[""剧情"",""喜剧"",""动作""]"," 香港 / 中国大陆"," 汉语普通话 / 粤语","[""2006-09-28(中国大陆)"",""2006-09-08(威尼斯电影节)"",""2006-09-29(香港)""]"," BB计划 / Rob-B-Hood / Bo bui gai wak",http://www.imdb.com/title/tt0485976
天才枪手,8.2,259582,"[""纳塔吾·彭皮里亚""]","[""塔妮达·汉塔维瓦塔娜"",""瓦苏红·皮娅罗姆娜"",""纳塔吾·彭皮里亚""]","[""茱蒂蒙·琼查容苏因"",""查侬·散顶腾古"",""依莎亚·贺苏汪"",""披纳若·苏潘平佑"",""塔内·瓦拉库努娄"",""莎琳雷特·托马斯"",""伊戈·米基塔斯"",""帕辛·宽萨塔彭"",""萨哈贾克·波斯安吉特"",""坎嘉娜·维耐潘尼"",""育塔彭·瓦拉努科洛楚"",""诺帕瓦特·里基特王""]","[""剧情"",""悬疑"",""犯罪""]"," 泰国"," 泰语 / 英语","[""2017-10-13(中国大陆)"",""2017-05-03(泰国)""]"," 模犯生(台) / 出猫特攻队(港) / 完美作弊 / 高智商的作弊游戏 / 坏天才 / Bad Genius",http://www.imdb.com/title/tt6788942
速度与激情5,8.4,213610,"[""林诣彬""]","[""克里斯·摩根"",""盖瑞·斯科特·汤普森""]","[""范·迪塞尔"",""保罗·沃克"",""道恩·强森"",""乔丹娜·布鲁斯特"",""泰瑞斯·吉布森"",""卢达克里斯"",""马特·斯查尔兹"",""姜成镐"",""盖尔·加朵"",""埃尔莎·帕塔奇"",""乔昆姆·德·阿尔梅达"",""迈克尔·埃尔比""]","[""动作"",""犯罪""]"," 美国"," 英语 / 葡萄牙语","[""2011-05-12(中国大陆)"",""2011-04-29(美国)""]"," 狂野时速5(港) / 玩命关头5(台) / Fast & Furious 2 / Fast Five: The IMAX Experience",http://www.imdb.com/title/tt1596343
萤火虫之墓,8.7,207972,"[""高畑勋""]","[""高畑勋"",""野坂昭如""]","[""辰己努"",""白石绫乃"",""志乃原良子"",""山口朱美"",""端田宏三""]","[""剧情"",""动画"",""战争""]"," 日本"," 日语","[""1988-04-16(日本)""]"," 再见萤火虫(港) / 萤火挽歌 / 火帘之墓 / Hotaru no haka / Tombstone for Fireflies / Grave of the Fireflies / Tomb of the Fireflies",http://www.imdb.com/title/tt0095327
无耻混蛋,8.4,222703,"[""昆汀·塔伦蒂诺""]","[""昆汀·塔伦蒂诺""]","[""布拉德·皮特"",""梅拉尼·罗兰"",""克里斯托弗·沃尔兹"",""伊莱·罗斯"",""迈克尔·法斯宾德"",""黛安·克鲁格"",""丹尼尔·布鲁尔"",""蒂尔·施威格"",""哥德昂·布克哈德"",""雅基·伊多"",""B·J·诺瓦克"",""奥玛·杜姆"",""奥古斯特·迪尔"",""德尼·梅诺谢"",""西尔维斯特·格罗特"",""蕾雅·赛杜""]","[""剧情"",""犯罪""]"," 美国 / 德国"," 英语 / 德语 / 法语 / 意大利语","[""2009-08-20(德国)""]"," 恶棍特工(台) / 希魔撞正杀人狂(港) / 无良杂种 / 无良杂军 / 戴罪立功 / 混蛋野战队",http://www.imdb.com/title/tt0361748
里约大冒险,8.3,220785,"[""卡洛斯·沙尔丹哈""]","[""唐·莱默""]","[""杰西·艾森伯格"",""安妮·海瑟薇"",""乔治·洛佩兹"",""罗德里戈·桑托罗"",""凯特·德尔·卡斯蒂洛"",""卡洛斯·庞丝"",""Bernardo de Paula""]","[""喜剧"",""动画"",""冒险""]"," 美国"," 英语 / 葡萄牙语","[""2011-04-08(中国大陆)"",""2011-04-15(美国)""]"," 奇鹦嘉年华(港) / 鹦鹉布鲁 / 里约",http://www.imdb.com/title/tt1436562
霍比特人1：意外之旅,8.1,226865,"[""彼得·杰克逊""]","[""弗兰·威尔士"",""菲利帕·鲍恩斯"",""彼得·杰克逊"",""吉尔莫·德尔·托罗"",""J·R·R·托尔金""]","[""伊恩·麦克莱恩"",""马丁·弗瑞曼"",""理查德·阿米蒂奇"",""肯·斯托特"",""格拉汉姆·麦克泰维什"",""詹姆斯·内斯比特"",""迪恩·奥戈曼"",""艾丹·特纳"",""雨果·维文"",""凯特·布兰切特"",""安迪·瑟金斯"",""西尔维斯特·迈可伊"",""克里斯托弗·李"",""伊利亚·伍德"",""伊安·霍姆"",""李·佩斯""]","[""动作"",""奇幻"",""冒险""]"," 美国 / 新西兰"," 英语","[""2013-02-22(中国大陆)"",""2012-11-28(新西兰首映)"",""2012-12-14(美国)""]"," 哈比人：不思议之旅(港) / 哈比人：意外旅程(台) / The Hobbit: Part 1 / 指环王前传：霍比特人(上)",http://www.imdb.com/title/tt0903624
全城热恋,6.3,205323,"[""夏永康"",""陈国辉""]","[""陈国辉""]","[""张学友"",""刘若英"",""谢霆锋"",""徐熙媛"",""吴彦祖"",""徐若瑄"",""井柏然"",""杨颖"",""段奕宏"",""付辛博"",""诗雅"",""刘家辉"",""余文乐"",""张曼玉"",""蔡卓妍"",""吕燕""]","[""喜剧"",""爱情""]"," 香港 / 美国 / 中国大陆"," 汉语普通话 / 粤语 / 上海话 / 英语","[""2010-02-11(中国大陆)""]"," 全城热恋热辣辣 / 热辣辣 / Hot Summer Days",http://www.imdb.com/title/tt1519640
钢琴家,9.0,210877,"[""罗曼·波兰斯基""]","[""罗纳德·哈伍德""]","[""艾德里安·布洛迪"",""托马斯·克莱舒曼"",""艾米莉娅·福克斯"",""米哈乌·热布罗夫斯基"",""埃德·斯托帕德"",""穆琳·利普曼"",""弗兰克·芬莱"",""邱莉娅蕾娜"",""杰西卡·凯特·梅耶尔"",""理查德·赖丁斯""]","[""剧情"",""传记"",""历史"",""战争""]"," 法国 / 德国 / 英国 / 波兰"," 英语 / 德语 / 俄语","[""2002-05-24(戛纳电影节)"",""2002-09-25(法国)""]"," 战地琴人 / 钢琴战曲 / 钢琴师",http://www.imdb.com/title/tt0253474
查理和巧克力工厂,7.9,206951,"[""蒂姆·波顿""]","[""罗尔德·达尔"",""约翰·奥古斯特""]","[""约翰尼·德普"",""弗莱迪·海默"",""海伦娜·伯翰·卡特"",""克里斯托弗·李"",""诺亚·泰勒"",""大卫·凯利"",""米西·派勒"",""詹姆斯·福克斯"",""安娜索菲亚·罗伯"",""迪普·罗伊"",""亚当·戈德利"",""弗兰西斯卡·托格内尔"",""茱莉亚·温特"",""乔丹·弗雷"",""菲利普·韦格拉茨""]","[""喜剧"",""家庭"",""奇幻"",""冒险""]"," 美国 / 英国 / 澳大利亚"," 英语","[""2005-07-15(美国)""]"," 巧克力冒险工厂 / 朱古力奖门人",http://www.imdb.com/title/tt0367594
加勒比海盗2：聚魂棺,8.1,200717,"[""戈尔·维宾斯基""]","[""Ted Elliott"",""特里·鲁西奥"",""Stuart Beattie"",""Jay Wolpert""]","[""约翰尼·德普"",""奥兰多·布鲁姆"",""凯拉·奈特莉"",""杰克·达文波特"",""比尔·奈伊"",""乔纳森·普雷斯""]","[""动作"",""奇幻"",""冒险""]"," 美国"," 英语 / 土耳其语 / 希腊语","[""2006-07-07(美国)""]"," 加勒比海盜：决战魔盜王(港) / 加勒比海盗：神鬼奇航2(台) / 加勒比海盗2：亡灵宝藏 / Pirates 2",http://www.imdb.com/title/tt0383574
十月围城,7.7,220413,"[""陈德森""]","[""秦天南"",""阮世生"",""郭俊立""]","[""甄子丹"",""王学圻"",""梁家辉"",""胡军"",""王柏杰"",""谢霆锋"",""李宇春"",""巴特尔"",""黎明"",""范冰冰"",""曾志伟"",""任达华"",""周韵"",""张涵予"",""张学友"",""李嘉欣"",""吕中""]","[""剧情"",""动作"",""历史""]"," 香港 / 中国大陆"," 汉语普通话 / 粤语 / 英语","[""2009-12-18(中国大陆/香港)""]"," Bodyguards and Assassins",http://www.imdb.com/title/tt1403130
